-999,-999,-999,12,60,83,5,1,1,13,49,74,62,59,41,52,46,18,49,9,4,4,6,3,3,3,3,3,5,3,6,6
-999,-999,-999,SW,W,WNW,W,SW,SW,SSW,SW,SSW,WSW,WSW,SW,SW,SW,SSW,WSW,NW,NNW,NNW,NNW,NNW,NNW,NW,NNW,W,WSW,WSW,SW,SSE
-999,-999,-999,16,11,16,13,13,18,20,20,18,18,20,16,13,9,9,7,7,11,13,11,11,9,9,7,7,9,7,9,9
-999,-999,-999,1,1,0,0,-1,-3,-4,-3,-3,-1,0,-1,-1,-1,-1,-1,-1,0,0,-1,-2,-3,-4,-4,-3,0,0,-2,-3
-999,-999,-999,90,89,80,81,79,79,83,92,92,86,79,85,91,92,97,97,96,88,82,86,89,91,93,95,94,85,86,92,92
-999,-999,-999,2,4,9,7,4,7,9,9,9,9,9,7,4,4,4,4,4,4,7,7,7,4,4,4,2,4,4,4,4
-999,-999,-999,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
-999,-999,-999,2,3,3,2,2,1,0,1,1,3,3,2,1,1,0,0,0,2,3,1,0,-1,-2,-2,-2,1,2,0,-1
-999,-999,-999,7,12,10,0,2,0,7,24,27,18,14,9,18,24,8,24,7,3,3,7,0,0,0,0,1,7,3,7,7
-999,-999,-999,MO,MO,GO,GO,MO,GO,GO,MO,MO,MO,GO,GO,MO,MO,MO,MO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO,GO
-999,-999,-999,540,720,900,1080,1260,0,180,360,540,720,900,1080,1260,0,180,360,540,720,900,1080,1260,0,180,360,540,720,900,1080,1260
